User ID,Studying,animals,cooking,culture,dogs,education,fitness,food,healthy eating,public speaking,science,soccer,studying,technology,tennis,travel,veganism,clusters
72d2587e-8fae-4626-a73d-352e6465ba0f,0,4,5,3,3,4,2,2,1,3,4,0,1,3,1,5,2,4
72f7f84c-5bcc-4380-81cd-3378ce0a1b32,0,0,3,0,3,3,2,1,2,3,1,1,1,4,1,1,2,2
73a9e869-62a6-4508-b146-20dc9de19276,0,4,5,2,4,0,2,2,4,3,3,3,3,2,0,4,2,4
740a4abd-187d-4783-990b-161c52fb5f86,0,6,2,1,4,2,2,4,3,4,3,0,1,3,3,1,4,0
75ef996f-dee4-47d9-87e2-9b58ebd76ff0,0,2,2,4,0,2,4,3,0,2,3,2,0,1,5,4,1,1
766886c9-a63a-4446-bb4a-07d611b3b212,0,3,5,4,1,4,3,0,1,3,3,3,1,1,2,1,2,4
76a034b7-e163-4735-a15b-b0ff645ca627,0,7,1,3,2,6,3,5,1,2,3,2,1,2,2,4,1,3
76cb4dbe-7748-49ab-8179-6e3f3b840dd6,0,2,2,1,4,2,3,2,5,0,5,3,2,3,1,0,1,2
7719b807-bf22-4b36-8f69-44d9a87d239b,0,7,2,3,1,2,2,1,1,2,2,2,0,2,4,1,1,3
77908afa-eff6-49a9-b042-04fff799a0ff,0,0,3,3,1,2,4,0,3,1,1,2,3,4,3,1,4,2
77a7b81e-96f7-4e5a-92c7-5b07f7333913,0,1,3,2,5,5,4,2,5,3,3,3,2,1,1,4,0,2
78703a69-8edc-458f-b0fc-85d96501dcdc,0,3,3,2,1,0,1,0,5,1,1,3,1,1,1,5,1,1
789b11b4-96ff-4abd-8da2-3da8b12d1e6e,0,2,3,2,2,2,5,4,4,1,0,0,1,1,3,1,2,2
7918d465-0953-4f20-9e28-539e74c82e2f,1,2,1,4,0,1,2,4,3,5,5,3,1,5,2,0,2,0
79acce4b-b991-4a68-b762-d496686a4f32,0,1,5,3,8,0,2,0,3,1,0,1,3,5,1,2,1,2
7a85fbc6-253f-4552-9f4a-c1a332e14fa5,0,4,7,1,1,5,6,4,4,1,0,0,2,1,2,2,1,4
7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,0,2,3,3,2,1,2,2,4,3,2,1,1,2,2,3,0,2
7b7b5825-2ae1-4119-99a7-e638f13267a0,0,2,5,3,0,1,2,2,0,1,0,2,4,1,5,6,3,1
7be6e8bc-39b0-4035-ac93-1df8fd7e1928,0,0,3,1,1,2,1,2,1,5,5,1,1,1,1,4,1,1
7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,0,1,1,3,1,5,2,4,3,0,2,3,1,3,3,3,2,2
7d624010-a0e7-455b-a606-48c5c467dd80,0,3,2,3,3,1,3,1,3,3,6,0,0,3,6,2,2,3
7d8464e7-44df-46bd-b338-d599eb730ea2,0,1,5,0,3,2,5,2,2,0,3,3,1,3,2,3,2,4
7d8c8c77-77a8-4743-b35f-349c0ac07866,0,4,3,3,0,1,3,1,2,1,5,2,1,3,2,3,7,4
7dd7dec0-5758-4a6e-a7dd-27a20e57c757,0,2,2,3,5,1,2,5,3,4,2,0,0,1,4,4,2,0
7e263bf1-e036-4cc8-9cb8-9beec89027a3,0,5,3,0,1,2,2,7,3,0,0,3,1,2,2,4,5,0
7f8ef27a-73f4-4bc1-aa62-f8aaea817294,0,4,1,3,2,1,2,3,2,1,4,0,1,2,1,3,0,3
808f5b0d-17e3-44e1-b58e-7f35ebabaff2,0,1,3,5,0,3,1,0,5,1,1,3,4,2,0,3,1,2
80c36ce2-2cef-4a47-a563-d2a60a2b1825,0,2,1,2,5,5,0,3,0,1,2,4,1,8,1,3,1,0
80c9ce48-46f9-4f5e-b3ca-3b698fc2e949,0,2,1,3,2,6,2,3,2,1,4,1,2,4,2,3,1,2
80e03bc0-fc8f-475b-a4dd-870844b7a313,0,6,5,2,1,1,7,1,0,3,5,3,2,6,1,2,2,3
80fc5e28-17ac-4e79-b9df-0d500abbe8b5,0,1,4,1,4,2,4,1,5,1,2,1,1,2,0,0,1,2
8298747d-33c8-441c-9c5a-a6cf648c95d8,0,3,4,2,3,2,4,4,3,0,2,0,3,1,6,4,5,4
83f8edc6-90b1-4f96-a80b-d6aa74103610,0,2,5,0,1,1,2,2,7,2,2,1,0,1,3,1,2,4
84bd5adb-286c-429a-926d-4ea120270825,0,5,3,1,2,0,1,2,1,3,5,1,1,1,3,0,5,4
85503a94-e733-486e-989e-12ff9b59f2d3,0,1,4,2,3,0,0,1,3,1,2,2,4,1,3,4,4,4
85a3acae-0e71-49f4-a6ee-13d3df1f4962,0,1,2,0,2,2,3,5,3,0,2,0,0,2,1,1,1,2
85eca06e-b8db-4fd9-b083-da47572c40b2,0,2,2,3,1,2,1,3,2,1,2,1,2,0,2,1,2,2
8665a934-dc22-482b-9289-2e2c9d6a4095,0,2,0,0,3,5,2,1,1,3,2,1,4,2,1,3,2,2
87026ce7-fd0b-4b57-9126-d4bae2c1ee0e,0,1,3,2,6,4,3,2,2,3,5,4,2,1,2,3,1,2
877ce8ba-564f-4b86-9cdc-94a93d9a7997,0,2,1,3,1,1,0,4,0,2,7,1,0,1,3,0,3,0
89572273-761e-46f3-8b99-1689d98aac90,0,3,4,4,3,2,2,2,1,1,3,1,1,1,6,3,1,3
89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,0,3,2,3,0,2,2,0,2,0,5,2,0,2,6,2,3,3
8abcf667-7be3-439f-97bb-3375a3de366c,0,1,1,1,3,3,0,4,2,0,2,3,1,1,2,2,1,2
8af596f3-c67c-4f40-a0cc-e258e730a8f5,0,1,3,2,0,2,1,4,3,4,4,1,4,0,0,2,2,4
8b49caad-bcc5-43de-bf40-34a66ff8805c,0,0,2,1,0,1,3,3,1,1,1,2,2,2,5,7,1,1
8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,0,3,1,4,1,5,4,1,0,6,0,3,3,1,3,1,2,2
8d3661fd-d953-4c1b-857d-82b3e34f569e,0,5,0,0,6,2,2,2,1,1,3,1,3,4,1,3,1,3
8d3cd87d-8a31-4935-9a4f-b319bfe05f31,0,3,0,2,1,1,5,2,5,4,3,1,1,1,1,1,1,2
8d67b1c4-cd76-4701-a908-738e7a2411e7,0,5,1,2,3,0,3,4,3,1,0,2,2,3,4,1,6,0
8dda1a41-9e57-4944-bd36-18c0ac343b13,0,3,6,1,3,1,1,2,3,3,3,3,4,3,5,0,1,4
8f3d5674-544d-4f70-b4c1-7b9d93371855,1,2,0,1,2,1,2,2,4,2,3,4,1,3,3,4,2,2
8f41c07f-db4f-44f3-ae81-1f99cee047eb,0,4,1,3,1,1,3,0,3,2,2,2,1,3,4,2,2,3
8fe167eb-3c69-459a-b32d-b030b942eab4,0,3,3,2,1,3,3,3,5,2,2,2,1,3,1,3,1,2
90898216-e580-46c0-8e79-f2df84a9676d,0,3,4,1,0,1,1,3,0,1,0,0,2,0,1,3,2,4
90e2caab-9daa-4bf0-8104-c25e6c70c59d,0,2,3,3,1,2,3,1,3,2,3,2,1,6,2,3,1,2
91bec0ab-a8d4-421e-b333-e511c7c6f9a0,0,3,3,5,2,2,2,2,1,2,2,2,1,1,7,3,2,3
91dbe082-62c3-4bfd-9721-7c94be3a3d32,0,2,0,2,3,1,3,3,2,0,4,1,0,3,5,4,0,3
91fa7240-3d29-4dd0-baf1-ace7742a6e3f,0,2,1,4,2,1,2,6,4,5,1,2,3,0,3,2,3,0
9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,0,2,1,2,3,2,2,2,3,2,3,3,5,1,3,2,2,2
922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,0,4,0,3,0,2,4,5,3,2,3,8,0,1,3,3,2,0
92423e9a-4e8c-49bc-be75-c819912696ce,0,1,3,1,3,4,1,2,3,1,1,2,1,4,1,5,0,1
92b87fa5-f271-43e0-af66-84fac21052e6,1,1,1,3,3,0,3,3,1,4,3,4,1,1,2,6,2,1
92c3576c-8634-42a8-8005-6e1ff8c207e8,0,5,2,2,6,3,5,6,3,0,4,2,0,3,1,2,3,0
939dbcf5-024b-4e63-9e7e-2f15c8b346ba,0,2,5,1,4,3,0,4,1,2,3,6,2,2,2,1,2,4
93dd80c0-4ff2-42ed-9949-1621b0a68c63,0,2,1,2,2,2,1,3,5,3,1,2,2,0,0,3,1,2
941db1b1-270d-47f8-8a96-43f5a7481f03,1,1,0,1,1,3,2,2,3,0,4,1,1,1,4,0,4,2
948f7e9d-49bb-4770-bc9d-cb3fb65cca15,0,4,1,3,0,0,0,2,3,0,2,0,1,1,1,5,2,1
94bf7864-a52e-405e-a729-9702bf79c234,0,4,4,3,4,3,2,4,1,0,4,0,2,2,2,3,2,4
95023c1b-04b7-4efd-ab34-61a4a70bb9d8,0,3,2,1,2,3,2,1,2,2,1,2,3,1,5,3,2,3
95258c36-5b6b-4591-85ee-0c43f503c1d5,0,2,5,2,1,1,0,4,0,3,1,2,1,6,0,1,3,0
953cb190-5704-4926-adc2-057c6f3e3cb4,0,1,4,3,2,0,2,5,5,5,3,1,2,3,4,1,6,0
95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,0,4,1,5,3,5,1,1,2,0,0,1,2,1,3,2,2,2
9664d628-9163-4aae-94e0-311f3bdb2f11,1,0,1,3,1,2,1,1,0,3,2,2,1,2,1,4,0,1
98411adf-cfc0-400d-aac8-e215571ef3f2,0,4,2,2,4,2,3,1,4,2,2,1,2,2,3,4,3,3
98511140-45c4-4faa-9962-fea5ad618ea3,0,3,2,3,4,1,1,0,7,2,3,3,2,4,2,5,3,2
987b33de-7307-48c1-b34a-6c6806d7af67,0,4,4,0,1,1,3,4,1,6,5,1,4,2,1,2,1,4
9a5aca53-6263-485a-bf77-e60c4608fd26,0,2,0,2,3,3,1,1,1,3,0,1,0,2,4,3,2,2
9a5c1dcc-d26b-4303-b487-3075e7d34e02,0,2,2,1,4,2,3,2,2,3,4,2,1,4,6,3,2,3
9a84c667-c913-47ce-be69-0f847dbfe0db,0,6,1,3,2,2,0,2,4,2,0,2,2,1,1,2,4,2
9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,1,3,4,1,3,2,1,2,3,1,4,1,3,1,2,1,2,4
9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,0,3,3,1,3,6,1,0,1,3,2,2,1,2,5,3,0,3
9bb5d084-0b28-4352-8591-5b5a4efecdf0,0,3,2,2,4,0,2,2,3,3,5,4,2,2,2,4,1,1
9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,0,3,1,0,3,2,4,5,2,2,3,2,1,6,0,4,3,0
9be473d9-cfdf-4954-bae2-09b0555a8ebb,1,2,4,3,1,4,1,2,4,3,3,4,3,0,2,4,1,1
9ce133df-bd87-4559-96d7-a402add824ca,0,6,4,2,1,1,2,4,3,0,1,2,1,1,4,3,1,3
9d0a0b94-b081-40d7-bf56-6f8f4750dbaf,0,0,2,3,2,4,1,3,1,4,3,1,6,4,2,5,1,1
9dcb5fd8-9e7f-40d3-bd1d-edf33ecf6388,0,1,0,1,2,2,1,2,2,0,4,2,0,3,2,2,3,2
9e9c6089-692f-406c-afee-50f62c127e9d,0,3,6,3,3,4,0,2,1,2,2,4,2,3,4,6,1,1
9e9cf8e7-6731-47da-bc0f-3a487e835586,0,4,1,3,2,1,3,4,5,3,3,3,0,4,2,2,3,0
9ed68c70-13fd-4346-808f-2665943c46d6,0,2,3,2,3,1,2,5,2,3,0,1,3,4,6,1,4,0
9fb4ce88-fac1-406c-8544-1a899cee7aaf,0,1,3,2,2,0,3,3,2,3,3,0,2,0,3,1,2,4
9fbae7e6-65a9-4753-8db9-5f7855b6a540,0,6,1,3,3,2,3,3,2,2,0,3,0,7,3,5,3,3
a1290f9f-af93-432d-be86-65840470c621,0,2,4,4,0,3,2,1,2,1,3,1,4,1,4,1,0,4
a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,0,3,2,1,1,2,2,1,3,0,5,1,3,1,0,4,2,1
a483c273-aee5-44bc-883e-d6963157aa4c,0,4,6,1,4,3,0,2,1,5,2,2,1,1,3,3,3,4
a4a3247c-5e68-49d0-a768-a8d7db1c8ef4,0,3,1,4,2,2,2,1,1,1,2,0,1,4,3,1,3,2
a4fd7920-9edf-4930-84bd-7a38b3bf9cec,0,1,2,4,3,1,3,1,0,2,2,1,3,2,1,2,5,2
a540d720-b44a-4d3d-9643-e12bca77d1f3,0,4,4,1,1,3,2,3,3,3,3,3,0,2,2,3,0,3
a559688e-3f10-436f-a25e-8ad553eacb89,0,5,0,5,1,3,4,1,4,2,2,1,0,0,5,2,0,3
a58444bc-a23e-40a1-b09d-0f90bd5cd6b3,0,1,2,0,3,0,1,3,2,4,3,2,6,6,2,3,2,0
a5c65404-5894-4b87-82f2-d787cbee86b4,0,3,4,0,1,2,2,2,4,0,4,1,3,3,4,2,3,4
a6133f47-5586-434e-8be1-1e7122db1c0e,0,0,3,3,4,2,2,2,3,2,1,1,4,0,0,2,2,2
a6668254-c779-424c-8c8b-1762bf45916e,0,1,2,2,0,2,0,3,3,2,4,2,3,3,2,3,0,1
a6e32004-8866-40e5-aaeb-e159c13fd42a,0,0,2,3,1,2,3,1,1,0,2,0,2,3,2,2,6,2
a6f003be-b0fd-4100-b4cc-f568a21b9745,0,1,4,2,0,1,4,3,3,0,6,3,0,3,1,3,0,4
a710ab29-b72a-42c8-a79b-42e63d4a8bfd,0,2,0,2,0,1,3,0,2,0,1,2,3,0,1,2,0,2
a81378a5-58de-4631-b2b1-3eca765f68c6,0,4,3,1,8,3,2,1,2,2,3,3,0,1,1,2,4,2
a81df767-7da1-4844-b63c-fee4c9c7895d,0,1,1,4,0,3,4,1,4,3,3,2,1,2,3,2,2,2
a8229d24-f219-4930-a382-24049a8f73bb,0,6,2,0,4,4,2,7,2,2,7,0,4,4,4,2,0,3
a8d09ab9-44c6-493c-afdf-93888822a4b0,0,3,4,4,4,2,0,3,2,2,4,3,2,1,5,2,2,4
a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,0,4,6,2,1,2,0,3,0,2,3,3,0,6,3,3,2,4
a92660de-2154-4694-a86e-88cb81c8ea95,0,2,5,1,0,1,2,2,7,3,3,3,3,1,2,3,3,4
a94a7d87-65df-4c21-847a-0e8af6cb5c02,0,1,3,3,3,5,1,3,5,4,4,1,2,0,1,1,3,2
aa71ef91-252d-4c99-92ad-cf617f09fced,0,2,3,3,1,3,1,2,5,1,2,4,5,3,0,5,3,1
aab5b5d2-682b-4b27-89ae-cf7803f76786,0,3,4,3,1,4,2,0,1,1,2,3,2,2,1,5,1,1
ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,0,5,1,4,0,0,2,3,5,1,0,1,1,0,5,2,1,3
ac4e6ee0-d1bd-4e6b-9355-7567b3e3ec5e,0,3,2,4,2,2,1,0,3,1,5,4,1,3,1,2,0,2
acbac577-54c9-4476-af3c-a3241a3f4a19,0,3,0,1,1,6,3,5,6,4,3,3,1,4,4,3,3,0
acd90ee9-84cd-465e-88e3-f128dd0cc1da,0,0,2,1,2,1,3,2,2,1,3,5,4,4,2,1,5,2
acfcd174-178c-4af3-8118-5be702fb80cf,0,6,8,2,1,2,3,3,1,0,1,2,0,2,1,1,1,4
ad4bd878-55e7-487c-a4db-470b23bbd832,0,3,2,6,0,2,2,2,6,3,6,2,1,1,2,6,1,1
ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,0,1,1,5,2,3,4,4,1,4,2,1,2,2,2,2,1,0
ade9db41-034e-4b27-befb-42117025dab0,0,3,1,0,2,2,1,4,3,2,3,3,2,2,7,4,1,3
ae4eaf32-9db8-457d-ad58-1c4fad4b7eff,0,3,0,3,0,1,0,3,6,1,4,2,1,7,2,2,3,0
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,0,3,3,1,2,0,3,4,1,3,4,2,4,2,0,3,3,4
af647535-dae8-4ca3-9203-bf4bfc607ffe,0,2,4,2,2,5,3,1,6,0,4,3,1,1,3,3,1,4
afab7336-04d3-45fe-8917-0327c56e7435,1,3,1,1,3,3,2,2,5,0,5,3,3,1,1,1,1,2
b09e3125-2162-443b-bea0-25895b7605bc,1,6,0,6,2,6,4,3,5,5,7,3,1,0,0,3,1,3
b0c22f82-b882-4394-bf27-6dfadf26e5c2,1,3,2,3,1,5,3,3,1,1,1,3,1,4,4,4,1,3
b0d6f088-ee97-4087-aeb1-4957f24a5f4d,0,1,5,3,1,3,2,3,3,2,3,0,2,2,1,2,4,4
b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,1,1,0,1,2,3,2,1,4,3,4,7,1,5,1,1,1,2
b1954833-b6a5-4c6c-9709-80686b7768c4,0,3,1,1,6,0,2,4,4,1,2,2,0,4,3,0,3,0
b1ceae0c-016d-421f-a6f0-488a7857f9f6,0,6,2,2,1,2,2,3,2,4,0,1,1,4,3,5,5,3
b3a84639-5a4f-4c97-8ea8-2ac49882e27a,0,5,1,0,3,3,2,2,2,0,0,1,3,2,5,4,0,3
b3e73328-3638-4913-b7ae-3a6a64c1cd62,0,3,3,1,2,2,1,2,2,3,4,1,3,3,4,0,2,4
b473e898-b7b0-4a57-959d-484bf4cc4483,0,5,3,3,2,0,2,2,1,2,5,3,0,2,4,1,2,3
b4a6b3ac-b6af-4525-8d59-7afc00ff279d,0,3,0,0,2,1,2,0,1,3,3,1,2,2,3,1,0,3
b596e7d8-dd3f-4125-8b99-4bf2283657cd,0,5,1,2,3,0,1,4,2,1,4,0,2,2,2,4,1,3
b6d04982-1509-41ab-a700-b390d6cb4d02,0,2,3,5,1,3,1,0,3,1,2,2,2,4,2,1,4,2
b6fd2140-f8b9-498a-a07f-0dc9986736c6,0,2,0,1,3,2,3,11,8,2,0,4,0,0,5,3,2,0
b726d35b-6345-4ed9-8431-fc75e38ba179,0,1,2,2,3,4,2,2,3,0,1,2,2,2,2,3,3,2
b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,0,1,3,1,2,5,5,0,3,2,3,4,2,1,2,7,1,1
b7b551bd-8cdd-44f3-aef8-29bf82b51535,0,2,3,2,2,2,1,1,1,3,7,2,3,0,1,0,0,4
b7e4b060-7b74-408f-b7d7-67a5e1dbfce3,0,4,9,0,3,2,4,4,3,0,2,2,4,1,0,1,3,4
b7fb2028-4cfc-440b-a1b1-4101f12f7abe,0,4,2,3,0,2,3,1,0,3,4,4,4,3,6,5,0,1
b827588c-31b2-47f3-916a-a1dbf7987f50,0,3,3,1,2,3,2,2,1,2,1,3,0,2,1,2,2,2
b83ae39f-2b80-4925-b5ff-34ddefd7f07c,0,3,2,0,0,6,2,2,6,2,3,2,1,5,1,1,4,2
b841358a-d8ff-412e-b940-3a95fd31291b,0,2,2,2,0,1,2,1,3,2,0,3,0,3,3,4,5,1
b870b764-7447-4990-a8d4-024d33e0e67d,0,3,2,4,2,2,1,3,3,2,3,2,0,0,1,6,4,1
b8c653b5-0118-4d7e-9bde-07c2de90f0ff,0,3,4,2,2,3,1,6,2,2,0,1,2,2,2,4,1,1
b9480379-4b96-412c-8dca-96fff9ae81a3,0,3,3,3,1,1,1,3,1,2,4,1,1,2,1,5,3,1
b9bcd994-f000-4f6b-87fc-caae08acfaa1,0,1,2,3,2,0,3,0,3,0,3,1,3,5,2,2,0,2
ba55c3a8-5ab2-486a-8c90-b972117453bb,0,2,2,4,1,5,0,3,5,2,4,2,2,1,4,3,5,2
bb987a93-cd4f-4b6b-8691-0997ff8a8ce8,0,1,4,1,2,5,3,2,3,1,1,0,0,0,1,2,0,2
bbe8f83c-af9c-4dab-b5fa-7925822e450d,0,3,1,2,2,4,0,4,0,4,2,2,4,4,0,4,1,1
bbef3be1-172e-44bb-be3b-013140707ecf,0,0,6,3,5,1,1,2,3,2,1,3,0,2,4,3,4,4
bc142f57-1307-46c6-9975-8c3a1e5f540c,1,2,3,4,5,2,4,4,5,0,1,1,2,2,3,1,2,2
bcdf88dc-2a52-4716-bc24-a1b46040c8ce,1,1,1,3,3,1,0,3,2,4,4,1,2,3,2,2,5,0
beb1f34e-7870-46d6-9fc7-2e12eb83ce43,0,3,4,1,3,4,4,2,4,4,4,2,3,2,1,4,0,4
bec3a622-1373-49c2-9d57-e0281c34f5cf,0,5,4,1,2,3,0,1,3,0,5,0,2,2,2,5,0,3
bf721d00-4fa1-44b1-834f-4730cd51aefa,0,3,4,1,0,1,2,4,4,0,0,6,3,1,4,5,1,1
bf970f55-66c1-402d-a5d7-f086421516c9,0,0,4,1,1,0,2,1,4,1,1,1,2,0,0,1,4,4
bfe23c39-f814-4282-b0f7-506cd8295b8a,0,2,2,3,6,3,3,2,6,6,4,3,4,3,2,1,1,2
c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,0,3,2,1,3,2,1,2,4,3,1,5,0,1,2,4,3,1
c1c53b8c-b6a8-4343-a369-4a0595a97807,0,4,5,1,3,0,3,4,2,0,3,0,3,6,2,2,1,4
c1e01541-7508-4712-a22c-0370f232a41e,0,1,2,2,1,2,2,1,1,3,2,2,2,2,0,1,3,2
c3988ef2-7e28-4db7-8981-c69f61a3bfce,0,3,2,2,2,1,5,3,5,2,4,5,1,1,3,4,0,3
c43c2351-9591-4122-acdd-b521723d7292,0,0,3,4,3,1,3,6,1,2,2,4,1,4,4,1,4,0
c5d04879-87bd-4950-9e63-334382ef53af,0,4,1,3,2,1,1,2,2,3,2,4,2,1,3,4,2,1
c64c5004-6ab5-4faa-9fcd-8039fe57799d,1,5,2,2,2,2,5,3,0,2,2,2,0,5,0,4,2,3
c76c3393-88e2-47b0-ac37-dc4f2053f5a5,0,3,3,1,1,2,6,5,5,3,4,3,2,6,1,4,2,0
c7b6e374-1bef-48c3-8222-cc231dbd5cce,0,3,4,4,3,0,2,1,1,0,4,3,2,2,3,5,0,1
c8145b49-3841-466e-9d49-a636ce2e7d1f,0,0,1,2,3,0,2,3,3,1,2,1,4,4,2,2,3,2
c834ba1d-8a10-4984-aaf2-7c2eab207076,0,3,0,1,2,4,1,2,3,0,4,1,1,1,1,4,0,3
c880dbc5-8997-4f38-9055-c254b9133175,0,2,6,2,0,3,2,2,6,1,2,4,1,1,5,3,2,4
c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,0,3,2,3,1,3,2,2,0,1,3,2,3,1,1,0,2,2
caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,0,2,3,2,6,2,2,2,0,1,4,4,0,4,4,3,0,3
cab84c6a-e342-43ab-85a1-9c6ac1e93bac,0,1,4,3,3,0,0,3,3,2,2,3,0,5,2,2,5,0
cad2d54d-9555-4dfe-bfcd-7a584895a002,0,3,1,2,1,2,1,3,2,1,4,4,1,1,3,5,0,1
cafa0d07-63be-4b5b-bc7f-c4f4091d403d,0,0,2,4,3,2,3,3,3,2,3,3,2,2,0,1,2,2
cb97b0ea-fc93-4597-b391-846710c6fedc,0,4,1,0,3,2,1,3,2,0,2,2,3,1,1,1,2,2
cbc99939-e6a6-4269-9819-bffce6f38751,0,4,1,1,4,2,1,4,2,0,2,0,1,1,1,2,3,2
cd5fd7db-8715-41b7-8f4a-11a65b638d8e,0,0,4,3,1,0,1,1,3,3,1,4,1,1,3,4,0,1
ce7c338c-cad4-408f-895b-510ca73a388b,0,3,3,4,3,0,2,3,3,1,6,2,2,1,3,1,1,4
ce9b41f4-625e-4868-83d1-6b53767a8af5,0,3,1,3,2,2,5,2,3,3,6,3,2,1,2,3,2,3
cf34e8ee-f508-47bc-baa1-bcc576e1084d,0,3,1,1,1,3,1,1,5,0,4,1,4,4,4,4,1,3
cfe50481-7c50-48fa-97fa-89b6f137e1bd,0,2,1,2,3,3,5,1,5,3,1,0,2,0,3,3,0,2
d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,1,1,0,1,4,0,3,3,2,2,3,3,4,2,3,2,1,2
d16ed6bf-d35e-463b-92b0-393ee67e220c,0,2,4,5,2,2,1,2,4,6,1,5,2,3,4,2,2,0
d1a89d23-7d17-4949-9e1a-637317141f3d,0,4,4,7,4,2,1,5,2,2,4,5,0,4,3,3,1,0
d27670c9-f85e-43e0-80a7-122cba908f10,0,2,6,3,1,1,1,1,4,0,3,3,1,2,3,1,2,4
d2e48a3d-aeca-4b36-8550-f8cbb10d09b8,0,2,4,4,4,0,3,3,3,5,2,2,2,5,1,1,3,0
d3aa94aa-3e81-49e4-915a-d269e4f42f29,0,0,3,3,3,4,3,2,3,5,2,0,2,1,3,2,2,2
d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,0,2,0,1,0,3,3,3,1,0,6,2,1,3,4,1,0,3
d4dc38d4-5c80-428f-95da-b746a275531c,0,3,3,3,4,4,2,1,4,0,4,0,2,3,1,1,0,2
d51a3403-8bab-4d88-af4f-a429c6d8c168,0,2,1,2,4,2,1,4,0,2,6,2,2,1,3,2,3,0
d55f3314-96cc-4a5d-b650-f43f094cd3c3,0,3,4,3,4,1,1,1,3,2,1,1,2,1,1,2,2,4
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,0,3,3,3,3,3,2,2,3,3,3,3,1,2,2,1,2,2
d5b6f279-ab5f-4391-b92a-c8acc8ceceb6,0,2,1,2,3,2,1,2,2,0,1,4,2,3,4,1,4,2
d6204684-926d-41db-ae9c-a7bf2e76313a,1,2,5,5,1,2,2,2,0,2,3,0,4,3,3,3,1,4
d71363d5-6468-44b0-b641-94c4776bce98,0,7,3,3,3,1,0,4,2,1,1,1,0,3,3,2,3,3
d74e1b39-7b34-4bcb-a24d-e215097187f5,0,1,2,2,2,4,3,5,4,4,2,1,1,2,1,4,2,0
d81dc9d9-a614-40f1-9dd4-7a4a05bac243,1,2,0,2,1,6,0,1,0,2,5,4,1,2,1,6,2,1
d97f6964-a2d4-4d55-8f3d-5b4aac2f569f,0,1,4,3,1,1,1,0,1,5,1,2,0,4,1,1,2,2
d9aab962-e964-4afd-83ee-abda0865da67,0,0,1,2,1,3,3,2,3,1,3,2,1,0,3,6,0,1
da97952a-2eba-46c4-a19e-3df3c40a1524,0,2,3,3,2,2,5,2,4,0,2,0,2,4,0,1,2,2
dab237a2-dcc9-4322-a9b6-b2d16ee38c78,0,4,4,4,3,1,1,5,1,3,2,2,1,3,2,7,2,1
db0066e1-83cc-43f3-990b-983010aa5370,0,3,2,5,1,2,2,4,2,2,2,2,4,4,1,1,5,0
db392b86-6ba5-4a9b-933a-a2553488bb62,0,4,5,4,3,3,1,3,2,1,6,1,0,0,1,5,4,4
dbacabf8-7ebd-4f22-a261-59d8dad306f1,0,2,0,2,3,1,2,4,1,1,1,6,5,1,1,4,2,1
dcc6000c-ba92-472c-8bc1-9e9ca30b475b,0,1,3,5,1,1,4,3,1,1,4,1,0,2,6,1,2,0
dd118345-3ba6-4800-9686-d5479fee403d,0,1,1,3,1,1,3,1,2,3,4,4,1,1,2,4,1,1
ddc4db8e-0000-48c4-8fdb-d32af87fb823,0,2,4,5,0,2,3,3,5,1,0,2,4,1,3,3,3,2
ddd079a8-00dd-4aab-9551-11961171db16,0,4,5,0,0,2,3,0,3,0,3,3,4,2,3,7,2,1
de050611-e926-43bb-b1ea-502d8bd25bfc,0,4,1,2,1,3,3,3,1,0,3,4,1,3,0,3,0,3
de1d478e-3552-4223-b039-d3086cc485ec,0,3,4,1,1,4,0,1,1,3,3,6,3,4,1,5,2,1
de39bbda-66a8-4c52-835a-7a104cf7f081,0,4,2,2,2,5,1,3,4,1,3,0,2,2,4,5,1,3
ded166ee-173b-4a56-bc6d-464c35709670,0,2,6,1,1,4,1,5,2,1,4,3,1,1,0,2,1,4
df1e7940-d514-40aa-af3a-e742792c4b5e,0,0,0,5,2,2,3,2,4,1,2,1,3,3,1,3,2,2
e09aa625-3db7-49bd-be09-9aaa0c86a8bf,0,4,1,3,1,3,3,0,3,1,2,2,2,1,2,2,3,2
